en,ar,source
occipital part of occipital bone (squama occipitalis),الجزء القذالي للعظم القذالي صدفة,dictionaries_master
striae laminae granularis interna corticis cerebri NA,سطور الصفائح الحببية الداخلية لقشرة,dictionaries_master
Oguchi's disease (congenital night blindness i Japan),داء أوغوشي العمى الليلي الخلقي,dictionaries_master
facies cerebralis partis squamosae ossis temporalis NA,الوجه الدماغي للجزء الصدفي للعظم,dictionaries_master
chronic interstitial hepatitis (cirrhosis of the liver),التهاب الكبد الخلالي المزمن تشمع,dictionaries_master
hamular process of sphenoid bone (hamulus pterygoideus),الناتئ الشصي للعظم الوتدي الشص,dictionaries_master
"hereditary sensory motor neuropathy, type III (HSMN III)",اعتلال عصبي حسي حركي وراثي من النمط 3,dictionaries_master
posterior lobe of cerebellum (®lobus caudalis cerebelli),الفص الخلفي للمخيخ الفص الذنبي,dictionaries_master
great fissure of cerebrum (fissura transversa cerebri NA),الشق الكبير للمخ الشق المستعرض,dictionaries_master
Ccalcaneal process of cuboid bone (calcanean process of cuboid bone),الناتئ العقبي للعظم,dictionaries_master
Jlateral process of mammary gland (processus lateralis glandulae mammariae),الناتئ الوحشي,dictionaries_master
falciformprocess of cerebrumq falciform process of fascia lata,النَّاتِئُ المِنْجَلِيُّ للِّفافَةِ العَريضَة,dictionaries_master
"falciformprocess of fascia pelvis,falciform process of rectus abdominis muscle",النَّاتِئُ المِنْجَلِيُّ للعَضَلَةِ البَطْنِيَّةِ المُسْتَقيمَة,dictionaries_master
"g,short head of triceps extensor cubiti muscle",الرأس القصير للعضلة الثلاثية الرؤوس الباسطة,dictionaries_master
Cloquet's node (high deep inguinal lymph node),عقدة كلوكه العقدة اللمفية الأربية العليا,dictionaries_master
Enneking staging of malignant soft tissue tumor,تصنيف مراحل ورم النسيج الرخو الخبيث بحسب,dictionaries_master
g/adrenal rest tumor (lipoid cell tumor of ovary),ورم بقايا الكظر ورم الخلايا الشحمانية في,dictionaries_master
medicinal soft soap liniment (green soap tincture),مروخ الصابون الطبي اللين صبغة الصابون,dictionaries_master
internal genu of facial nerve (genu nervi facialis),ركبة العصب الوجهي الغائرة ركبة العصب,dictionaries_master
superior border of petrous portion of temporal bone,الحافة العلوية للقسم الصخري من العظم,dictionaries_master
opening in adductor magnus muscle (hiatus tendineus),فتحة العضلة المقربة الكبيرة الفرجة,dictionaries_master
ECTRA system (endoscopic carpal tunnel release system),جهاز تحرير (اطلاق) النفق الرسغي,dictionaries_master
cistern o Sylvius (cisterna fossae lateralis cerebri),صهريج سيلفيوس صهريج الحفرة الجانبية,dictionaries_master
cranial lobe of cerebellum (®lobus rostralis cerebelli),الفص القحفي للمخيخ الفص المنقاري,dictionaries_master
apical glands of tongue (glandulae linguales anteriores),غدد قمة اللسان الغدد اللسانية,dictionaries_master
g:transverse ligament of wrist (®retinaculum flexorum manus),الرباط المستعرض للرسغ قيد مثنية,dictionaries_master
g;right-sided heart failure (right ventricular heart failure),فشل الجانب الأيمن فشل البطين,dictionaries_master
g<ramus spinalis venarum intercostalium posteriorum NA (IV-XI),الفرع النخاعي للوريد الوربي,dictionaries_master
Bfrontal margin of parietal bone (margo frontalis ossis parietalis),الحافة الجبهية للعظم,dictionaries_master
Eradiate ligament of head of rib (®ligamentum capitis costae radiatum),الرباط المتشعع لرأس,dictionaries_master
ginglymus§2lateral groove for lateral sinus of occipital bone,التَّلَمُ الوَحْشِيُّ للجَيبِ الوَحْشِيِّ لِلعَظْمِ الصُّدْغِيّ,dictionaries_master
glandularforamina o Littremglandular fossa of frontal bone,الحُفْرَةُ الغُدِّيَّةُ للعَظْمِ الجَبْهِيّ,dictionaries_master
glandularforamen o Morgagni Zglandular foramen of tongue,الثُّقْبَةُ الغُدِّيَّةُ للِّ,dictionaries_master
glandularfossa of frontal bonekglandular foveae o Luschka,نُقَرُ لوشكا الغُدِّيَّة (في الوجه الباطن لِلقحف),dictionaries_master
h/node o Cloquet (high deep inguinal lymph node),عقدة كلوكه العقدة اللمفية الأربية العليا,dictionaries_master
h/tendon sheaths of long extensor muscles of to,أغماد أوتار العضلات الطويلة الباسطة لأصابع,dictionaries_master
venous arches of kidney (venae arcuatae renis NA),الأقواس الوريدية للكلية الأوردة المقوسة,dictionaries_master
straight margin of testis (margo posterior testis),الحافة المستقيمة للخصية الحافة الخلفية,dictionaries_master
posterior pelvic artery (arteria iliaca interna NA),الشريان الحوضي الخلفي الشريان الحرقفي,dictionaries_master
posterior border of petrous portion of temporal bone,الحافة الخلفية للقسم الصخري من العظم,dictionaries_master
node o Aschoff an Tawara (nodus atrioventricularis),عقدة آشوف وتاوارا العقدة الأذينية,dictionaries_master
bathing trunk nevus (giant congenital pigmented nevus),وحمة جذع السباحة وحمة عملاقة خلقية,dictionaries_master
glandular foramen of tongue (foramen caecum linguae NA),الثقبة الغدية للسان الثقبة العوراء,dictionaries_master
nucleus centralis columnae ventralis medullae spinalis NA,النواة المركزية للعمود البطناني,dictionaries_master
nucleus phrenicus columnae ventralis medullae spinalis NA,النواة الحجابية للعمود البطناني,dictionaries_master
America College o Occupational an Environmenta Medicine,الكلية الأمريكية للطب المهني,dictionaries_master
h;transverse ligament of carpus (®retinaculum flexorum manus),الرباط المستعرض للرسغ قيد مثنية,dictionaries_master
Bright fibrous trigones of heart (trigonum fibrosum dextrum cordis),المثلثات الليفية اليمنى,dictionaries_master
Flabium posterius orificii externi uteri (labium posterius ostii uteri),الشفة الخلفية لفوهة,dictionaries_master
i.lateral head of triceps extensor cubiti muscle,الرأس الوحشي للعضلة الثلاثية الرؤوس الباسطة,dictionaries_master
false neck of humerus (surgical neck of humerus),العنق الكاذب لعظم العضد العنق الجراحي لعظم,dictionaries_master
glenoid fossa of temporal bone (fossa mandibularis),الحفرة الحقانية للعظم الصدغي حفرة الفك,dictionaries_master
radial head of flexor digitorum superficialis muscle,الرأس الكعبري للعضلة السطحية المثنية,dictionaries_master
ramus lobi medii venae pulmonalis dextrae superior,فرع الفص المتوسط للوريد الرئوي الأيمن,dictionaries_master
Bacillus oedematis malign No. II (Clostridium novyi),العصوية الموذمة الخبيثة رقم المطثية,dictionaries_master
caudal tubercle of liver (processus caudatus hepatis),الحديبة الذنبية للكبد الناتىء المذنبي,dictionaries_master
posterior jugular process of occipital bone o Krause,الناتئ الوداجي الخلفي للعظم القذالي,dictionaries_master
caudate eminence of liver (processus caudatus hepatis),البارزة المذنبة للكبد الناتئ المذنبي,dictionaries_master
broad ligament of liver (ligamentum falciforme hepatis),الرباط العريض للكبد الرباط المنجلي,dictionaries_master
foramen o Magendie (apertura mediana ventriculi quarti),ثقبة ماجندي الفتحة الوسطية للبطين,dictionaries_master
foramen o Luschka (apertura lateralis ventriculi quarti),ثقبة لوشكا الفتحة الوحشية للبطين,dictionaries_master
iter e tertio ad quartum ventriculum (aqueductus cerebri),معبر البطينين الثالث و الرابع مسال,dictionaries_master
subtendinous bursa of medial head of gastrocnemius muscle,الجراب تحت وتر الراس الإنسي لعضلة,dictionaries_master
i:stratum longitudinale tunicae muscularis tubae uterinae NA,الطبقة الطولانية للغلالة العضلية,dictionaries_master
Nationa Association o Medica Equipmen Suppliers (NAMES),الرابطة الوطنية للوازم المعدات,dictionaries_master
i;cirrhosis of lung (diffuse interstitial pulmonary fibrosis),تشمع الرئة تليف الرئة الخلالي,dictionaries_master
i;pyramid of thyroid (lobus pyramidalis glandulae thyroideae),هرم الدرقية الفص الهرمي للغدة,dictionaries_master
Little's disease (congenital spastic stiffness of the limbs),داء ليتل تيبس الأطراف التشنجي,dictionaries_master
i>FTA-ABS test (fluorescent treponemal antibody absorption test),اختبار امتصاص ضد اللولبيات,dictionaries_master
immune b.,جسم,dictionaries_master
immune s.,مصل,dictionaries_master
ink bleedto bleed for one's cto bleed to death<bleeder,كسي‌ كه‌خونش‌ ميرود ، ) ط‌ب‌ ( مبتلا به‌ خون‌ روش‌,dictionaries_master
Mark II Sorrells hip arthroplasty retractor system,جهاز مبعاد رأب مفصل الورك سورلس من النمط,dictionaries_master
condyloid fossa of temporal bone (fossa mandibularis),الحفرة اللقمية للعظم الصدغي حفرة الفك,dictionaries_master
internal mammary artery (arteria thoracica interna NA),الشريان الثديي الغائر الشريان الصدري,dictionaries_master
aortic ventricle of heart (ventriculus sinister cordis),البطين الأبهري القلبي البطين القلبي,dictionaries_master
nevus elasticus o Lewandowsky (connective tissue nevus),وحمة ليفاندوفسكي المرنة وحمة النسيج,dictionaries_master
sulcus medialis cruris cerebri NA (sulcus oculomotorius),التلم الإنسي للساق المخية تلم محرك,dictionaries_master
tendinous part of epicranius muscle (galea aponeurotica),الجزء الوتري لعضلة الشواة الخوذة,dictionaries_master
uncinate process of unciform bone (hamulus ossis hamati),الناتئ الشصي للعظم الشصي شص العظم,dictionaries_master
striae laminae pyramidalis granularis corticis cerebri NA,سطور الصفائح الهرمية الحبيبية لقشرة,dictionaries_master
j:subtendinous bursa of lateral head of gastrocnemius muscle,الجراب تحت وتر الراس الوحشي لعضلة,dictionaries_master
j;nuclei nervorum cerebralium (nuclei nervorum cranialium NA),نوى الأعصاب المخية نوى الأعصاب,dictionaries_master
j?anti GBM antibody (anti glommerular basement membrane antibody),ضد الغشاء القاعدي للكبيبات,dictionaries_master
Glabium anterius orificii externi uteri (labium anterius ostii uteri NA),الشفة الأمامية لفوهة,dictionaries_master
hernia of pulp (chronic open hyperplastic pulpitis),فتق اللب التهاب اللب المزمن المفتوح مفرط,dictionaries_master
"mulibrey nanism (muscle, brain, liver, eyes nanism)",قزامة توتية قزامة العضل والكبد والدماغ,dictionaries_master
plexus maxillaris externus (plexus of facial artery),الضفيرة الفكعلوية الظاهرة ضفيرة الشريان,dictionaries_master
articular fossa of temporal bone (fossa mandibularis),الحفرة المفصلية للعظم الصدغي حفرة الفك,dictionaries_master
articular fovea of temporal bone (fossa mandibularis),النقرة المفصلية للعظم الصدغي حفرة الفك,dictionaries_master
outer table of bones of skull (lamina externa cranii),اللوحة الخارجية للجمجمة الصفيحة الظاهرة,dictionaries_master
middle capsular artery (arteria suprarenalis media NA),الشريان المحفظي الأوسط الشريان الكظري,dictionaries_master
hamular process of unciform bone (hamulus ossis hamati),الناتئ الشصي للعظم الكلابي شص العظم,dictionaries_master
interarticular fold of hip (ligamentum capitis femoris),الطية ضمن المفصلية في الورك رباط رأس,dictionaries_master
papillary tuber of liver (processus papillaris hepatis),الحدبة الحليمية للكبد الناتىء الحليمي,dictionaries_master
left-sided heart failure (left ventricular heart failure),فشل الجانب الأيسر للقلب فشل البطين,dictionaries_master
pyramid o Ferrein (pars radiata lobuli corticalis renis),هرم فران الجزء المتشعع للفص القشري,dictionaries_master
ramus orbitofrontalis medialis arteriae cerebri mediae NA,الفرع الحجاجي الإنسي للشريان المخي,dictionaries_master
ulcerating granuloma of the pudenda (granuloma inguinale),ورم حبيبي فرجي متقرح الورم الحبيبي,dictionaries_master
k;first ventricle of cerebrum (ventriculus lateralis cerebri),البطين المخي الأول البطين المخي,dictionaries_master
k?eminence of cartilage o Santorini (tuberculum corniculatum NA),بارزة غضروف سانتوريني حديبة,dictionaries_master
kinetic t.kligler iron c.,مستنبت كليغلر,dictionaries_master
nucleus of mesencephalic tract of trigeminal nerve,نواة السبيل الدماغي المتوسط للعصب الثلاثي,dictionaries_master
parietal vein o Santorini (vena emissaria parietalis),وريد سانتوريني الجداري الوريد المشبري,dictionaries_master
ascending veins o Rosenthal (venae cerebri inferiores),أوردة روزنتال الصاعدة الأوردة المخية,dictionaries_master
rami labiales posteriores arteriae pudendae internae NA,الفروع الشفرية الخلفية للشريان الفرجي,dictionaries_master
external mammary artery (arteria thoracica lateralis NA),الشريان الثديي الظاهر الشريان الصدري,dictionaries_master
struma lipomatodes aberrata renis (renal cell carcinoma),سلعة كلوية شحمية زائغة سرطانة كلوية,dictionaries_master
split anterior tibial tendon procedure (SPLATT procedure),اجراءات نقل الوتر الظنبوبي الأمامي,dictionaries_master
tonsillar artery (ramus tonsillaris arteriae facialis NA),الشريان اللوزي الفرع اللوزي للشريان,dictionaries_master
Gramus ovaricus arteriae uterinae NA (ramus NA ovarii arteriae uterinae),الفرع المبيضي للشريان,dictionaries_master
Huncinate process of ethmoid bone (processus uncinatus ossis ethmoidalis),الناتئ الشصي للعظم,dictionaries_master
lenticularglands of stomach Xlenticular glands of tongue,الغُدَدُ العَدَسِيَّةُ للِّ,dictionaries_master
lenticularfossa of vitreous body\lenticular glands of stomach,الغُدَدُ العَدَسِيَّةُ للمَعِدَة,dictionaries_master
ligamentasacro-iliaca ventralia NAligamenta sacroiliaca Lligamenta trachealia NA,الأَرْبِطَةُ الرُّغامِيَّة,dictionaries_master
m.interarticular cartilage of little head of rib,الغضروف بين مفاصل الأضلاع داخل مفصل الرأس الصغير,dictionaries_master
inferior subtendinous bursa of biceps femoris muscle,الجراب السفلي تحت وتر العضلة ذات الرأسين,dictionaries_master
semilunar opening of ethmoid bone (hiatus semilunaris),الفتحة الهلالية للعظم الغربالي الفرجة,dictionaries_master
auricular nerve of vagus (ramus auricularis nervi vagi),العصب الأذني للمبهم الفرع الأذني للعصب,dictionaries_master
aortic suprarenal artery (arteria suprarenalis media NA),الشريان الأبهري الكظري الشريان الكظري,dictionaries_master
external genu of facial nerve (geniculum nervi facialis),ركبة العصب الوجهي الظاهرة ركيبة العصب,dictionaries_master
rami choroidei laterales arteriae cerebri posterioris NA,الفروع المشيمية الوحشية للشريان المخي,dictionaries_master
ramus atrialis intermedius arteriae coronariae dextrae NA,الفرع الأذيني المتوسط للشريان التاجي,dictionaries_master
m:keratoma auriculare (nodular chondrodermatitis of the ear),تقران أذني التهاب جلد وغضروف الأذن,dictionaries_master
m:musculus triangularis NA (musculus depressor anguli auris),العضلة المثلثية العضلة الخافضة لزاوية,dictionaries_master
m;cochlear eminence of sacral bone (promontorium ossis sacri),البارزة القوقعية لعظم العجز طنف عظم,dictionaries_master
m<second ventricle of cerebrum (ventriculus lateralis cerebri),البطين المخي الثاني البطين المخي,dictionaries_master
Fdorsal ligament of radiocarpal joint (ligamentum radiocarpale dorsale),الرباط الكعبري الرسغي,dictionaries_master
Jmedian aperture of fourth ventricle (apertura ventriculi median quarti NA),فتحة البطين الرابع,dictionaries_master
malpighianbodies of kidney Wmalpighian bodies of spleen,أَجْسامُ مالبيغي فِي الطِّ,dictionaries_master
"mamillarypart of temporal bones""mamillary process of temporal bone",النَّاتِئُ الحَلَمِيُّ للعَظْمِ الصُّدْغِيّ,dictionaries_master
medical b.,علم النبات,dictionaries_master
muscle r.,صمل,dictionaries_master
VDRL test (venereal disease research laboratory test),مختصر اختبار مختبرات بحوث الأمراض المنقولة,dictionaries_master
lamina visceralis tunicae vaginalis propriae testis NA,الصفيحة الحشوية للغلالة الغمدية المخصوصة,dictionaries_master
striae laminae pyramidalis interna corticis cerebri NA,سطور الصفائح الهرمية الحببية الباطنة لقشرة,dictionaries_master
temporal facial nerve (rami temporalis nervi facialis),العصب الوجهي الصدغي الفروع الصدغية للعصب,dictionaries_master
vein of sylvian fossa (vena cerebri media superficialis),وريد حفرة سيلفيوس الوريد المخي السطحي,dictionaries_master
n:MEDLARS (Medica Literatur Analysis an Retrieva System),مختصر نظام تحليل النشريات الطبية,dictionaries_master
n;glenoid lip of articulation of humerus (®labrum glenoidale),الشفة الحقية للمفصل العضدي شفا الجوف,dictionaries_master
n;interarticular ridge of head of rib (crista capitis costae),الحرف بين المفاصل لرأس الضلع عرف رأس,dictionaries_master
Putnam's type (subacute combined degeneration of spinal cord),نمط بوتنام تنكس النخاع المشترك دون,dictionaries_master
Marion's disease (congenital obstruction of posterior urethra),داء ماريون انسداد الإحليل الخلفي,dictionaries_master
n>prismatic ligament o Weitbrecht (®ligamentum capitis femoris),رباط فايتبريخت الموشوري رباط رأس,dictionaries_master
Accurat Surgical an Scientifi Instrument Corporation (ASSI),شركة الأدوات العلمية والجراحية,dictionaries_master
Etotal articular replacement arthroplasty prosthesis (TARA prosthesis),بدلة رأب المفصل بالاستبدال,dictionaries_master
Hinferior ulnar collateral artery (arteria collateralis ulnaris inferior),الشريان الزندي السفلي,dictionaries_master
Hsuperior ulnar collateral artery (arteria collateralis ulnaris superior),الشريان الزندي العلوي,dictionaries_master
navicularbone of foot Cnavicular bone of hand,العَظْمُ القارِبِيّ,dictionaries_master
endoscopic carpal tunnel release system (ECTRA system),جهاز تحرير (اطلاق) النفق الرسغي التنظيري (ECTRA),dictionaries_master
inferior bursa subtendinea musculi bicipitis femori NA,الجراب السفلي تحت وتر العضلة ذات الرأسين,dictionaries_master
Fa East hemorrhagic fever (epidemic hemorrhagic fever),حمى الشرق الأقصى النزفية الحمى النزفية,dictionaries_master
hyoid artery (ramus suprahyoideus arteria lingualis NA),الشريان اللامي الفرع فوق اللامي للشريان,dictionaries_master
cisterna fossa Sylvii (cisterna fossa lateralis cerebri),صهريج حفرة سيلفيوس صهريج الحفرة الجانبية,dictionaries_master
glandular foramen o Morgagni (foramen caecum linguae NA),الثقبة الغدية المورغانية الثقبة العوراء,dictionaries_master
tunica vaginalis communis (testis et funiculi spermatici),الغلالة الغمدية المشتركة للخصية والحبل,dictionaries_master
o:FRCVS (Fellow of th Roya College o Veterinar Surgeons),مختصر زميل الكلية الملكية للجراحين,dictionaries_master
o;malpighian bodies of spleen (folliculi lymphatici lienales),أجسام مالبيغي في الطحال جريبات لمفية,dictionaries_master
o;suspensory ligament of bladder (®plica umbilicalis mediana),الرباط المعلق للمثانة الثنية السرية,dictionaries_master
o>ramus glandularis posterior arteriae thyreoideae superioris NA,الفرع الغدي الخلفي للشريان الدرقي,dictionaries_master
Lissauer's paralysis (apoplectiform type of dementia paralytica),شلل ليساور الخرف الشللي السكتي,dictionaries_master
ondometersd one gene - one enzyme hypothes,فَرَضِيَّةُ جينٍ لكُلِّ إِنْ,dictionaries_master
ondometersl one gene - one enzyme hypothes,فَرَضِيَّةُ جينٍ لكُلِّ إِنْ,dictionaries_master
organic a.,حمض,dictionaries_master
organic d.,صمم,dictionaries_master
dilator muscle of naris (pars alaris musculi nasalis),العضلة الموسعة للمنخر الجزء الجناحي للعضلة,dictionaries_master
spinal arteries (rami spinales arteriae vertebrales NA),الشرايين النخاعية الفروع النخاعية للشريان,dictionaries_master
margo inferomedialis cerebri NA (margo medialis cerebri),الحافة السفلية الإنسية للمخ الحافة الإنسية,dictionaries_master
tuberosity of pubic bone (tuberculum pubicum ossis pubis),أحدوبة عظم العانة الحديبة العانية للعظم,dictionaries_master
Horner's muscle (pars lacrimalis musculi orbicularis oculi),عضلة هورنر الجزء الدمعي لعضلة العين,dictionaries_master
p;basilar groove of sphenoid bone (clivus ossis sphenoidalis),التلم القاعدي للعظم الوتدي محدر العظم,dictionaries_master
p;inferior capsular artery (arteria suprarenalis inferior NA),الشريان المحفظي السفلي الشريان الكظري,dictionaries_master
p;temporal crest of frontal bone (linea temporalis frontalis),العرف الصدغي للعظم الجبهي الخط الصدغي,dictionaries_master
CAmerica College o Occupational an Environmenta Medicine (ACOEM),الكلية الأمريكية للطب المهني,dictionaries_master
Fpartes genitales externae viriles (organa genitalia masculina externa),الأعضاء التناسلية الظاهرة,dictionaries_master
plasma s.,بديل المصورة ، بديل,dictionaries_master
posteriorlimiting laminan!posterior lip of cervix of uter,الشَّفَةُ الخَلْفِيَّةُ لعُنُقِ الرَّحِم,dictionaries_master
posteriorsternal arteries)posterior superior angle of parietal bone,الزَّاوِيَةُ العُلْوِيَّةُ الخَلْفِيَّةُ للعَظْمِ الجِدارِيّ,dictionaries_master
"posteriorligament of pinnau""posterior limb of internal capsule",الطَّرَفُ الخَلْفِيُّ للمِحْفَظَةِ الغَائِرَة,dictionaries_master
posteriorlobe of cerebellumr!posterior lobe of pituitary gland,الفَصُّ الخَلْفِيُّ للغُدَةِ النُّخَامِيَّةِ,dictionaries_master
"posteriorinternal orbital canaly""posterior labial arteries of vulva",الشَّرايينُ الشُّفْرِيَّةُ الخَلْفِيَّةُ للْفَرْج,dictionaries_master
posteriorinfra-orbital injectionposterior infraorbitalº'posterior intercostal arteries III - XI,الشَّرايينُ الوَرْبِيَّةُ الخَلْفِيَّةُ الثَّالِثُ إِلى الحادِي عَشَر,dictionaries_master
posteriorlip of cervix of uterus Xposterior lobe of cerebellum,الفَصُّ الخَلْفِيُّ للمُخَيخ,dictionaries_master
posteriorlimb of internal capsule Rposterior limb of stap,الطَّرْفُ الخَلْفِيُّ للرِّ,dictionaries_master
posteriorlateral sulcus of spinal cordcposterior ligament of pinna,الرِّباطُ الخَلْفِيُّ لصِيْوَانِ الأُذُنِ,dictionaries_master
processuse cerebello ad pontemdprocessus e cerebello ad test,النَّاتِئُ المُخَيخِيُّ الخُصْوِيّ,dictionaries_master
processuse cerebello ad testes|'processus frontalis ossis zygomatici NA,النَّاتِئُ الجَبْهِيُّ للعَظْمِ الوَجْنِيّ,dictionaries_master
processu Ferreini lobuli corticalis renis]processus accessorii spurii,النَّاتِئُ الإِضافِيُّ المَهْمازِيّ,dictionaries_master
ramus spinalis rami lumbalis arteriae iliolumbalis NA,الفرع النخاعي للفروع القطنية للشريان الحرقفي,dictionaries_master
thenar muscles (abductor-flexor muscles of the thumb),عضلات الرانفة العضلتان المثنية والمقربة لإبهام,dictionaries_master
external frontal spine (spina nasalis ossis frontalis),الشوكة الجبهية الظاهرة الشوكة الأنفية للعظم,dictionaries_master
infectious necrotic hepatitis of sheep (black disease),التهاب الكبد العدوائي الناخر في الغنم الداء,dictionaries_master
margo inferolateralis cerebri NA (margo inferior cerebri),الحافة السفلية الوحشية للمخ الحافة السفلية,dictionaries_master
vagal accessory nerve (ramus internus nervus accessorius),العصب المبهم الإضافي الفرع الغائر للعصب,dictionaries_master
q:pharyngeal crest of occipital bone (tuberculum pharyngeum),العرف البلعومي للعظم القذالي الحديبة,dictionaries_master
q;nucleus accessorius columnae ventralis medullae spinalis NA,النواة الإضافية للعمود البطناني للنخاع,dictionaries_master
q<lenticular glands of stomach (folliculi lymphatici gastrici),الغدد العدسية للمعدة الجريبات اللمفية,dictionaries_master
Nlateral aperture of fourth ventricle (apertura lateralis ventriculi quarti NA),فتحة البطين الرابع,dictionaries_master
maladie d Nicolas e Favre (lymphogranuloma venereum),داء نيكولا وفافر الورم الحبيبي اللمفي المنقول,dictionaries_master
Indian bow paralysis (paralysis of thyroarytenoid muscle),شلل الربقة الهندية شلل العضلة الدرقية,dictionaries_master
r:postauditory process (postmeatal process of temporal bone),الناتئ خلف الأذن الناتئ خلف الصماخ للعظم,dictionaries_master
r;basilar groove of occipital bone (clivus ossis occipitalis),التلم القاعدي للعظم القذالي محدر العظم,dictionaries_master
r<glandular fossa of frontal bone (fossa glandulae lacrimalis),الحفرة الغدية للعظم الجبهي حفرة الغدة,dictionaries_master
r<tuberosity of fourth tarsal bone (tuberculum ossis cuboidei),أحدوبة العظم الرصغي الرابع حديبة العظم,dictionaries_master
Vincent 's infection (acute necrotizing ulcerative gingivitis),عدوى فنسان التهاب اللثة القرحي الناخر,dictionaries_master
r?anterior labrum periosteum shoulder arthroscopic lesion (ALPSA),آفة سمحاقية شفوية أمامية بتنظير مفصل,dictionaries_master
ETARA prosthesis (total articular replacement arthroplasty prosthesis),بدلة الرأب بالاستبدال المفصلي,dictionaries_master
Gpartes genitales externae muliebres (organa genitalia feminina externa),الأعضاء التناسلية الظاهرة,dictionaries_master
Gpartes genitales femininae externae (organa genitalia feminina externa),الأعضاء التناسلية الظاهرة,dictionaries_master
Maccompanying artery of ischiadic nerve (arteria comitans nervi ischiadici NA),الشريان المرافق للعصب,dictionaries_master
Pander's layer (splanchnopleural layer of the mesoblast),طبقة باندر الطبقة الحشوية الجنبية للأرومة,dictionaries_master
s;ashy dermatosis o Ramirez (erythema dyschromicum perstans),جلاد راميريز الرمادي الحمامى التصبغية,dictionaries_master
s;cruciate eminence of occipital bone (eminentia cruciformis),البارزة الصليبية للعظم القذالي البارزة,dictionaries_master
s;crus fasciculi atrioventricularis NA (dextrum et sinistrum),الساقان اليمنى واليسرى للحزمة الأذينية,dictionaries_master
s;descending cervical nerve (radix inferior ansae cervicalis),العصب الرقبي النازل الجذر السفلي للعروة,dictionaries_master
s<collateral trigone of fourth ventricle (trigonum nervi vagi),المثلث الجانبي للبطين الرابع مثلث العصب,dictionaries_master
Dfissura mediana medullae spinalis NA (anterior medullae spinalis NA),الشق الناصف للنخاع الشق الأمامي,dictionaries_master
Ipartes genitales masculinae externae (organa genitalia masculina externa),الأعضاء التناسلية الظاهرة,dictionaries_master
Klamina muscularis mucosae ventriculi NA (lamina muscularis mucosae gastris),الصفيحة العضلية المخاطية,dictionaries_master
semilunarincisure of ulnau!semilunar opening of ethmoid bone,الفُتْحَةُ الهِلالِيَّةُ للعَظْمِ الغِرْبِالِيّ,dictionaries_master
semilunaropening of ethmoid bone Zsemilunar valves o Morgagni,صِماماتُ مورغاني الهِلاَلِيَّة,dictionaries_master
spinal m.,التهاب السحايا,dictionaries_master
spinal t.,بزل,dictionaries_master
stroke v.,حجم,dictionaries_master
suspensoryligament of lens Ysuspensory ligament of liver,الرِّباطُ المُعَلِّقُ للكَبِد,dictionaries_master
"dual energy x-ray absorptiometry (DEXA, DEXA scan)",قياس الامتصاص الثنائي الشعاعي السيني الطاقي (تفريسة DEXA),dictionaries_master
common plantar digital nerves of medial plantar nerve,الأعصاب الأخمصية الأصلية الإصبعية للعصب الأخمصي,dictionaries_master
connective tissue sheath o Key an Retzius (endoneurium),الغمد النسيجي الضام لكاي وريتزيوس غمد الليف,dictionaries_master
t;epithelium posterius pigmentosum partis iridicae retinae NA,الظهارة الخلفية الصباغية للجزء القزحي من,dictionaries_master
t;osteoporosis with vertebral collapse and neurologic deficit,تخلخل العظام مع الانخماص الفقري والنقيصة,dictionaries_master
t<ECFMG (Educationa Commission fo Foreig Medica Graduates),مختصر الهيئة التعليمية للأطباء الخريجين,dictionaries_master
Otendinous arch of levator ani muscle (arcus tendineus musculi levatoris ani NA),قوس وتر العضلة الرافعة,dictionaries_master
tendinousarch of pelvic fascia½4tendinous chiasm of flexor digitorum sublimis muscle,التَّصالُبَةُ الوَتَرِيَّةُ للعَضَلَةِ الصَّاعِدَةِ المُثْنِيَةِ لأََصابِعِ اليَد,dictionaries_master
tendinousarch of levator ani muscle$tendinous arch of lumbodorsal fascia,القَوسُ الوَتَرِيَّةُ للِّفافَةِ الظَّهْرِيَّةُ القَطَنِيَّة,dictionaries_master
"transverse,ligaments of little head of metacarpal bones¼8transverse ligaments of little heads of metatarsal bon",الأَرْبِطَةُ المُسْتَعْرِضَةُ للرُّؤوسِ الصَّغيرةِ للعِظامِ المِشْطِيَّة,dictionaries_master
transverse-ligaments of little heads of metatarsal bonesp!transverse occipital protuberance,النَّاشِزَةُ القَذالِيَّةُ المُسْتَعْرِضَة,dictionaries_master
trochlear-ligaments of little heads of metacarpal bones_trochlear process of calcane,النَّاتِئُ البَكَرِيُّ للكَاحِل,dictionaries_master
proper plantar digital nerves of medial plantar nerve,الأعصاب الأخمصية المخصوصة الإصبعية للعصب الأخمصي,dictionaries_master
common plantar digital nerves of lateral plantar nerve,الأعصاب الأخمصية الأصلية الإصبعية للعصب الأخمصي,dictionaries_master
submucous layer of stomach (tela submucosa ventriculi),الطبقة تحت المخاطية للمعدة النسيجة تحت المخاطية,dictionaries_master
anterior horizontal jugular vein (arcus venosus juguli),الوريد الوداجي الأمامي الأفقي القوس الوريدية,dictionaries_master
straight arteries of kidney (arteriolae rectae renis NA),الشرايين المستقيمة للكلية الشرينات المستقيمة,dictionaries_master
Hering's nerve (ramus sinus carotici nervi glossopharyngei),عصب هيرينغ فرع جيب السباتي للعصب اللساني,dictionaries_master
