en,ar,source,type,section,confidence,hash
R'SCID (severe combined immunodeficiency),مختصر العوز المناعي المشترك,dictionaries_master,term,,high,2b0fd845aa820ad728ed9301bd146ce1
Thrombocytopenia-absent radius syndrome,متلازمة قلة الصفيحات وغياب,dictionaries_master,term,,high,b045f79e96afb28059890e72e420e101
Tomes' process (process of odontoblast),ناتئ تومس ناتئ أرومة الخلية,dictionaries_master,term,,high,e547c455f77dd10a5784db36c3c17901
R'chondroma sarcomatosum (chondrosarcoma),ورم غضروفي ساركومي ساركومة,dictionaries_master,term,,high,97748ed0dd215aa23ba805817d4ea36f
R'chondrotrophic hormone (growth hormone),الهرمون الموجه للغضروف هرمون,dictionaries_master,term,,high,e8a212da775859c10916a26c9c6a364d
R'cortisone acetate ophthalmic suspension,المستعلق العيني لأسيتات,dictionaries_master,term,,high,3e6a1b64ecfc02834c48877d5ffe2544
R'labium maxillare (labium superius oris),الشفة الفكية العلوية الشفة,dictionaries_master,term,,high,a138d342dac1b36c747f4de7f81f0163
R'posterior costotransversectomy approach,مأتى القطع الضلعي المستعرضي,dictionaries_master,term,,high,e56300181b87f2213aac94cd185d52ac
R'split anterior tibialis tendon transfer,نقل وتر الظنبوبية الأمامية,dictionaries_master,term,,high,f299ebe4d7aca8bd79a0f945052e2907
R(GH-RH (growth hormone releasing hormone),مختصر الهرمون المطلق لهرمون,dictionaries_master,term,,high,939c3e1b781644b773d78118c2f257c5
Jacobson's organ (organum vomeronasalis),عضو جاكوبسون العضو الميكعي,dictionaries_master,term,,high,bdd9ea771831541c672bf0d81ce3a0c4
R(bar of bladder (plica interureterica NA),عارضة المثانة الثنية بين,dictionaries_master,term,,high,e224fc3bd520f9c3ae06a09d1bce40c5
R(caput breve musculi bicipitis brachii NA,الرأس القصير لذات الرأسين,dictionaries_master,term,,high,33492a3546d256dcc6aaed0ec7a61d3d
R(caput breve musculi bicipitis femoris NA,الرأس القصير لذات الرأسين,dictionaries_master,term,,high,76b0863f3001d3774d70d491bb742561
R(descending aorta (pars thoracica aortae),الأبهر النازل الجزء الصدري,dictionaries_master,term,,high,3984f69f1e194258a47934fdcfdd8c41
R(external angular process of frontal bone,الناتئ الزاوي الظاهر للعظم,dictionaries_master,term,,high,5762fa3a740bd53cea10e5eb08da9e05
R(glandulae mucosae conjunctiva(Krausei),الغدد المخاطية للملتحمة,dictionaries_master,term,,high,478771a074e902ae71d38c3ea280d09a
R(hemiresection interposition arthroplasty,رأب المفصل الإقحامي بالقطع,dictionaries_master,term,,high,099f26661bf5bb854b00f7c3e01d065e
R(liver filtrate factor (pantothenic acid),عامل رشاحة الكبد حمض,dictionaries_master,term,,high,c41ba278286716d182a4cd98828d9e09
R(mononuclear leukocytosis (mononucleosis),كثرة الكريات البيض الوحيدة,dictionaries_master,term,,high,4ec7c0043088944b149a05c707dc1a71
R(sulcus of sigmoid sinus of parietal bone,تلم الجيب السيني في العظم,dictionaries_master,sentence,,high,3991f951886e5287805f0917f5ec04a6
America Society fo Testing o Materia,الجمعية الأمريكية لاختبار,dictionaries_master,term,,high,f449c69d0e94d02735b5e9a3d1ef393a
Global total shoulder arthroplasty system,جهاز راب مفصل الكتف,dictionaries_master,term,,high,21573ef9081659081c09b5a966e981c6
Labbe's vein (vena anastomotica inferior),وريد لابه الوريد التفاغري,dictionaries_master,term,,high,38721655768cf4ce524e1472e9de3c83
Montgomery's glands (glandulae areolares),غدد مونتغمري غدد الهالة في,dictionaries_master,term,,high,b17bae2888cd2f0b42d3994a76d5cddd
Oppenheim's disease (amyotonia congenita),داء أوبنهايم الونى العضلي,dictionaries_master,term,,high,c142c6d87fd72b00e79f4060ae880973
R)cell-bound antibody (cell fixed antibody),ضد مرتبط بالخلية ضد مثبت,dictionaries_master,term,,high,74751cbf8c21c5aa32aa965d3b7440e1
R)fourth cranial nerve (nervus trochlearis),العصب القحفي الرابع العصب,dictionaries_master,term,,high,48f78890513972177186abbd157a159e
R)inferior petrosal sulcus of temporal bone,التلم الصخري السفلي للعظم,dictionaries_master,term,,high,fe343f8145e961c6285a98ae01f3af8e
R)morbus virgineus (iron deficiency anemia),مرض العذارى فقر الدم بعوز,dictionaries_master,term,,high,0fae92595a5cfa5d6b45901aa2886d61
R)nerve o Cotunnius (nervus nasopalatinus),عصب كوتونيوس العصب الأنفي,dictionaries_master,term,,high,40d9f370147c093d61f1690a4ade70c6
R)nodi lymphatici mesenterici inferiores NA,العقد اللمفية المساريقية,dictionaries_master,term,,high,5e06eff48cc3f8887179a3f17cf40720
R)nodi lymphatici mesenterici superiores NA,العقد اللمفية المساريقية,dictionaries_master,term,,high,fe0181a4f0a06f53fa90f5b391650918
R)nonpedunculated hydatid (appendix testis),كيسة عدارية لامسوقة زائدة,dictionaries_master,term,,high,70b4785bd2414b7f07f0edbbede4315e
R)nonsteroidal anti-inflammatory medication,دواء مضاد للالتهاب غير,dictionaries_master,term,,high,b20e1c51f6123b18b4e0ec645f6e86b2
R)organization chain (multihospital system),سلسلة منظمة نظام تعدد,dictionaries_master,term,,high,d61aaf74ce19577e6d602e8420b63802
R)pars convoluta lobuli corticalis renis NA,الجزء الملفف لفصيصات قشرة,dictionaries_master,term,,high,398b1fb5ef5c1ece64e717255e770f28
R)plexus choroideus ventriculi lateralis NA,الضفيرة المشيموية للبطين,dictionaries_master,term,,high,3b70f07d9e02af9e69e7409178e14e27
R)pseudohydronephrosis (paranephritic cyst),موه كلوي كاذب كيسة مجاورة,dictionaries_master,term,,high,d96a17110be7cebdb5bf6f729bee553c
R)sphenoturbinal bone (concha sphenoidalis),عظم المحارة الوتدية محارة,dictionaries_master,term,,high,62ec8599a53b5c4b7fc6f65ec059b694
R)subtendinous bursaof infraspinatus muscle,الجراب تحت وتر العضلة تحت,dictionaries_master,term,,high,4022cb4e278f803cedd1795fc9f0ca14
R)superior petrosal sulcus of temporal bone,التلم الصخري العلوي للعظم,dictionaries_master,term,,high,bbca904f46589549426f867061f418f9
Kokka disease (epidemic hemorrhagic fever),داء كوكا الحمى النزفية,dictionaries_master,term,,high,b6e014bda0e936307bb7b29cf3e9887a
R*accidental hemorrhage (abruptio placentae),نزف حادثي انفصال المشيمة,dictionaries_master,term,,high,b43d7a32e533b59783332ac8490c7848
R*angina phlegmonosa (peritonsillar abscess),ذبحة فلغمونية الخراج حول,dictionaries_master,term,,high,0927149739bbe596785a843bcf9445ae
R*brainstem auditory evoked potential (BAEP),الجهد المحرض السمعي لجذع,dictionaries_master,term,,high,0128d8f09258f8b757d8dae0abba9d13
R*innominate cartilage (cartilago cricoidea),الغضروف اللامسمى الغضروف,dictionaries_master,term,,high,bb916c18703005658158c6bcd6a2968b
R*intraspinal anesthesia (spinal anesthesia),تخدير داخل السيساء تخدير,dictionaries_master,term,,high,016dbc41c3a1d912f7a22bc29a23afe6
R*ramus posterior sulci lateralis cerebri NA,الفرع الخلفي للتلم المخي,dictionaries_master,term,,high,bdb38b828e73999603508e72d8cf30f1
R*uterus planifundalis (uterus incudiformis),رحم مسطح القاع رحم سنداني,dictionaries_master,term,,high,84a87989e36585f0419617a7b0775fcf
R+cutaneous lymphoplasia (lymphocytoma cutis),تنسج لمفي جلدي ورم لمفاوي,dictionaries_master,term,,high,cd4771e2b3a9a6bd73b8c713fb39ef06
R+foramen of spinal cord (foramen vertebrale),الثقبة النخاعية الثقبة,dictionaries_master,term,,high,333fd1c77d167a559496f0cddb32f343
R+lymphosporidiosis (lymphangitis epizootica),التهاب الأوعية اللمفية,dictionaries_master,term,,high,eebf6d88b28134f53dd5d71cf56434d8
R+oblique retinacular ligament tightness test,اختبار شد الرباط القيدي,dictionaries_master,term,,high,748c3dfd17763a8ce8a38b4b0591bf8b
Duncan's ventricle (cavitas septi pellucidi),بطين دانكان جوف الحاجز,dictionaries_master,term,,high,a253fe8f19bd6bdd522f6ddbd144a47d
Naegeli's leukemia (myelomonocytic leukemia),ابيضاض ناجيلي ابيضاض,dictionaries_master,term,,high,1c2248072aacacdba41ecfffad19a784
"R,falciform process of cerebrum (falx cerebri)",الناتئ المنجلي للمخ منجل,dictionaries_master,term,,high,8394c292248861880d1869ef9ca7611f
"R,fasciculi transversi aponeurosis palmaris NA",الحزم المستعرضة للسفاق,dictionaries_master,term,,high,c98d2b03b0bd769a728debb91746303e
"R,inferior longitudinal fasciculus of cerebrum",الحزمة الطولانية السفلية,dictionaries_master,term,,high,49575a4f490851ce64d876bf2e95e9e2
"R,intestinal lipodystroph(Whipple's disease)",الحثل الشحمي المعوي داء,dictionaries_master,term,,high,eca94664ce643621e36cc7b1f5c9c720
"R,juccuya (ulcerative cutaneous leishmaniasis)",داء الليشمانيات الجلدي,dictionaries_master,term,,high,72368b2e24c8b632b6d23f59cc3502ed
"R,lateral lamina of cartilage of auditory tube",الصفيحة الوحشية لغضروف,dictionaries_master,sentence,,high,b3cb7f94aabd5c188a5b995f81524ffd
"R,superior longitudinal fasciculus of cerebrum",الحزمة الطولانية العلوية,dictionaries_master,term,,high,ff5041284c347b846f911975817bd5c3
R-P-K antibodie(Prausnit-Kustner antibodies),أضداد أضداد براوسنيتس,dictionaries_master,term,,high,ad13d30ef078c6c173b9841233f90f42
R-PCA test (passive cutaneous anaphylaxis test),اختبار التأق الجلدي,dictionaries_master,term,,high,6838d346bf8beb9619a7047dee20c607
Ratliff classiffication of avascular necros,تصنيف راتليف للنخر,dictionaries_master,term,,high,49838197f06e3ccb47e504e993d2252d
R-commissura anterior alba medullae spinalis NA,الصوار الأبيض الأمامي,dictionaries_master,term,,high,c43ee2dc3d32f421469f87bf34a6b714
R-fissure o Sylvius (sulcus lateralis cerebri),شق سيلفيوس التلم الوحشي,dictionaries_master,term,,high,bd55d87143b57f23278433017718ead0
R-hip-joint disease (tuberculosis of hip joint),داء مفصل الورك سل مفصل,dictionaries_master,term,,high,eef04d2fe897c0fd43ec7b1873623e29
R-nodi lymphatici membri superioris profundi NA,العقد اللمفية العميقة,dictionaries_master,term,,high,4877e71d5299ba015502f82c740a74aa
R-posterior labial hernia (vaginolabial hernia),فتق شفري خلفي فتق مهبلي,dictionaries_master,term,,high,e034135be886c8f0cb48f22db0c06987
R-retinaculum musculorum fibularium inferius NA,القيد السفلي للعضلات,dictionaries_master,term,,high,0bd0edb6962d1d4de9dcc260e910f229
R-retinaculum musculorum fibularium superius NA,القيد العلوي للعضلات,dictionaries_master,term,,high,373a42a5cc9862007ac39b9c3f1bc6da
R-retinaculum musculorum peroneorum superius NA,القيد العلوي للعضلات,dictionaries_master,term,,high,1a29c2b689149af1841c044642d55c36
Graefe's disease (ophthalmoplegia progressiva),داء غريفه شلل العين,dictionaries_master,term,,high,ea2d911347646902aebf2cd502e872d4
Hartmann's pouch (ampulla of the gall bladder),جيبة هارتمان أمبولة,dictionaries_master,sentence,,high,5c328d1bbc8f507555bf9750a5f1d59d
Saturday night palsy (musculospinal paralysis),الشلل العضلي النخاعي,dictionaries_master,term,,high,153807fcbf66d5a1c3c5e0e205a59a84
R.acute dentoalveolar abscess (alveolar abscess),خراج سني سنخي حاد خراج,dictionaries_master,term,,high,dc3e777fa18889c5e9baa6d3ae21bdfe
R.anatomical wart (tuberculosis verrucosa cutis),ثؤلول تشريحي سل جلدي,dictionaries_master,term,,high,7373675a85767d2df4b88281ea9c1119
R.crypt's o Lieberkuhn (glandulae intestinales),خبايا ليبركون الغدد,dictionaries_master,term,,high,0ce702cc1cef909c5ce4b9e8b86be70b
R.epicranial aponeurosis (galea aponeurotica NA),سفاق الشواة الخوذة,dictionaries_master,term,,high,7df888fcf3f6dfe883acc49313f0573c
R.fissure o Bichat (fissura transversa cerebri),شق بيشا الشق المستعرض,dictionaries_master,term,,high,c96dbb1f23760d29827dfc635d203d84
R.inner angle of eye (angulus oculi medialis NA),الزاوية الإنسية للعين,dictionaries_master,sentence,,high,61f006ba4948b5daa44d4b6b95d717be
Hirschfeldi1's disease (acute diabetes mellitus),داء هيرشفيلد السكري,dictionaries_master,term,,high,3ee49bf4e03eb2b2823d7aa6e74b3470
Marie's sclerosis (hereditary cerebellar ataxia),تصلب ماري رنح مخيخي,dictionaries_master,term,,high,108e7b2a0dab674d6e19e8f6ba4584ba
R0harsh respiration (bronchovesicular respiration),تنفس خشن تنفس قصبي,dictionaries_master,term,,high,7078f2a13bf036be80e214655247d172
R0inclusion blennorrhea (inclusion conjunctivitis),التهاب الملتحمة,dictionaries_master,term,,high,910d6518c7c6aae56505eb2075535fbd
R1warty tuberculosis (tuberculosis verrucosa cutis),سل ثؤلولي سل جلدي,dictionaries_master,term,,high,b5eaf51ce4f576e705127aa27bc1e74e
R4revehent artery (arteriole glomerularis efferens NA),الشرين الكبيبي,dictionaries_master,term,,high,af17c43f7a4e585f47722f9c8e3b88e1
R5anterior pole of eyeball (polus anterior bulbi oculi),القطب الأمامي,dictionaries_master,sentence,,high,105ec7b85c1db63a296794501b546890
R8patient(s) with acquired immunodeficiency syndrome (PWA),مريض مصاب,dictionaries_master,term,,high,10a1e47a85c7cfa5450509917b748d7d
Rees' test,اختبار ريس,dictionaries_master,term,,high,edb0bf2e23ba28be73e6ff761135b7c5
Rinne test,اختبار رينه,dictionaries_master,term,,high,ca043a711065bd047456416b208a1a91
Rolando'sfibersb Romber-Howship symptom,عَرَضُ رومبيرغ-هاوشيب (في الفتق),dictionaries_master,term,,high,6938601d79c2a9e921553bcd6fc1141a
Rous test,اختبار راوس,dictionaries_master,term,,high,eb14b62982c56590be2313ba41657c3d
Roux-e-Yanastomosis Rouxen-Y+Rplasmid,بلازميدةٌ مُقاوَمِيَّة,dictionaries_master,term,,high,6262fdcd1268ba107f906835440d5821
Baermann test,اختبار بيرمان ترشيح واستفراد الممسودات من التربة أو من,dictionaries_master,term,,high,97ded894719d26a536f7d23d173c21ec
Inde Medic,الفهرس الطبي نشرة طبية شهرية تحوي فهرسا للبحوث الطبية,dictionaries_master,term,,high,7bab2732ddf85091dfc1a9e357941500
Gunzburg's test,اختبار غونزبيرغ لكشف وجود حمض الهيدروكلوريك في محتوى,dictionaries_master,term,,high,6447a45fe0b3e4ff04248efae4dc7524
Sapomorphine test,اختبار الآبومورفين لتحري وجود الآبومورفين في محلول,dictionaries_master,term,,high,8b76bbc9fdf01e05e6a1981c0182e3ea
Sdisk diffusion test,اختبار تفشي القرص لمعرفة تحسس الجراثيم للمضادات,dictionaries_master,term,,high,9bdf3b358016aaa057d05e688d930508
"Snon-A, non-B hepatit",التهاب الكبد اللااللا التهاب الكبد اللاألفي,dictionaries_master,term,,high,92736505286193880e36ff70ccf4afed
Cherry an Crandal test,اختبار تشيري وكراندال لقياس فعالية الليباز في,dictionaries_master,term,,high,2b0e4b9ce29582e1f508f2dc1829b998
Scharcoal agglutination test,اختبار تراص الفحم النباتي لتحري أضداد,dictionaries_master,term,,high,187a8b4fbe0f746491e6a3484d53c4e8
Sacute benign lymphoblastos,الكثرة الحميدة الحادة للأرومات اللمفاوية,dictionaries_master,term,,high,4c9855435f7041f1d60418474442e1d5
Sosteopsathyrosis idiopathica,هشاشة العظم (تكون العظم الناقص) المجهولة,dictionaries_master,term,,high,3f385a5aab9357b8c3dbade687c51bbb
Suratic iritis (gouty iritis),التهاب القزحية اليوراتي التهاب القزحية,dictionaries_master,term,,high,b958f63ecc5fe059f6fcbc8301790bf4
Scorticotrophin (corticotropin),المنمية القشرية الموجهة القشرية مادة,dictionaries_master,term,,high,5da8e739073eaaceabe4680a7ebc584e
Dwyer spinal mechanical stapler,المشبك الدبوسي الميكانيكي الفقري بحسب,dictionaries_master,term,,high,395e22bc64b838c8211f2faa5fdff79d
SHall double-hole spinal stapler,المشك الدبوسي الفقري المزدوج الثقب بحسب,dictionaries_master,term,,high,908cf687778f1b050877f221cff42685
Goldmann's applanation tonometer,مقياس توتر العين بالتسطيح المنسوب,dictionaries_master,term,,high,52fa987a075fe33a86a87ea6b98b970f
Ingra-Wither-Speltz motor test,اختبار الحركة بحسب إنجرام - ويثرز -,dictionaries_master,term,,high,5f6f2cf7f22a9f89791620b2aa485318
S benign myalgic encephalomyelit,التهاب الدماغ و النخاع الحميد المؤلم,dictionaries_master,term,,high,8bb699368b7377855ec7c0e593d58fa1
S epizoonosis (epidermatozoonosis),التهاب الجلد بالطفيليات الحيوانية,dictionaries_master,term,,high,5ea846025ed3b6529ce06857d29854ce
S neuropapillitis (optic neuritis),التهاب الحليمة العصبية التهاب العصب,dictionaries_master,term,,high,6184fe71468d0146657f43a111eb517f
Axer varus derotational osteotomy,قطع العظم المزيل للدوران الأروح بحسب,dictionaries_master,term,,high,7406156b56fe2e3f6572d69414ca461e
S!retinochoroiditis juxtapapillar,التهاب الشبكية و المشيمية المجاور,dictionaries_master,term,,high,365ea73e1c838a85f57ccc34960eb467
Diamon-Gould syndactyly operation,جراحة ارتفاق الأصابع بحسب دياموند -,dictionaries_master,term,,high,687307d3fab88bb961cbf3f56abc3d62
"S""bilateral acute radicular syndrome",المتلازمة الجذرية الحادة الثنائية,dictionaries_master,term,,high,fde77146b2e852d765463f80f4a93a7d
"S""bioresorbable drug delivery system",جهاز إيتاء الدواء القابل للامتصاص,dictionaries_master,term,,high,79cff73acce214aa44c00424b857012f
"S""bronzed diabetes (hemochromatosis)",السكري البرونزي داء ترسب الأصبغة,dictionaries_master,term,,high,b9d6448bb201d02379d5194f1e1ed1bb
"S""compound granule cells (microglia)",خلايا الحبيبات المعقدة خلايا دبقية,dictionaries_master,term,,high,b9439e0c2ffc7d2e12f529d27cf074b7
"S""fissura cerebri laterali(Sylvii)",شق سلفيوس الوحشي للمخ التلم الوحشي,dictionaries_master,term,,high,a8069768b4b412d1291a0306b7a0c9d8
"S""interstitial scarlatinal nephrit",التهاب الكلية الخلالي الناجم عن,dictionaries_master,term,,high,b1f975361069efd57e0e837cebf613e3
"S""postirradiation osteogenic sarcoma",الساركومة العظمية المنشأ التالية,dictionaries_master,term,,high,90e65e32f41743ed1a3bab16e1259a4c
"S""postmyocardial infarction syndrome",المتلازمة التالية لاحتشاء العضلة,dictionaries_master,term,,high,04fe6f715b8270992aacfca73566a691
"S""three-column cervical spine injury",إصابة الأعمدة الثلاثة في السيساء,dictionaries_master,term,,high,223d1e6c167a1321173ac506e1b3186c
Chance fracture thoracolumba Spine,كسر شانس في العمود الفقري الصدري,dictionaries_master,term,,high,3cf5c002f492ca085c75d8d2840eb2c8
Conventry proximal tibial osteotomy,قطع العظم الظنبوبي الداني بحسب,dictionaries_master,term,,high,bd57e3c547ef92e47222d971562bc0c4
Japanese flood fever (scrub typhus),حمى الفيضانات اليابانية التيفوس,dictionaries_master,term,,high,6efc50702413266200738fb0f3acc5ce
Rh blood group (rhesus blood group),الزمرة الدموية الزمرة الدموية,dictionaries_master,term,,high,b258d2a8c5a9d3c1ea48647906af1e24
Slocum rotary instability test test,اختبار عدم الاستقرار الدوار بحسب,dictionaries_master,term,,high,7026f66d33093d62bfaa543adc89bf57
Swanson silicone wrist arthroplasty,رأب مفصل المعصم السيليكوني بحسب,dictionaries_master,term,,high,0013423514cc03881eb90ed5fa820128
Venezuelan equine encephalomyelit,التهاب الدماغ و النخاع الخيلي,dictionaries_master,term,,high,a26df404911e3722b9733979c497bac4
S#hematocrit (packed red cell volume),الهيماتوكريت حجم الكريات الحمر,dictionaries_master,term,,high,781fd09d0ed4a422ba461000ba3f82f5
S#myositis ossificans postparaplegica,التهاب العضل المعظم التالي للشلل,dictionaries_master,term,,high,9085069dbc19c80132329a4e885dcd8f
S#optic lobes (®corpora quadrigemina),الفصوص البصرية الأجسام الرباعية,dictionaries_master,term,,high,13236524fcc9bfc2721cdea5d6f1e3fd
S#posttraumatic chronic osteomyelit,التهاب العظم والنقي المزمن التالي,dictionaries_master,term,,high,e995563346bed7ac4a5b41d6c314b27a
S#river fever o Japan (scrub typhus),الحمى النهرية اليابانية التيفوس,dictionaries_master,term,,high,573b2e32fedb3dad9ffb27853c1e0e83
S#short head of biceps brachii muscle,الرأس القصير للعضلة ذات الرأسين,dictionaries_master,term,,high,6c76e19a78b5c3a22ee5450e2badc526
S#short head of biceps femoris muscle,الرأس القصير للعضلة ذات الرأسين,dictionaries_master,term,,high,b7210718ceddd51828a7d371a89102a1
Berma-Gartland metatarsal osteotomy,قطع العظم المشطي بحسب برمان -,dictionaries_master,term,,high,0af3858e69a7bd59d9da3875998c9b7e
Phemister onlay bone graft technique,طريقة الطعم العظمي الراصعي بحسب,dictionaries_master,term,,high,68cb531aad13b5c822a35e36f6ece38c
Pres-Fit condylar knee arthroplasty,راب مفصل الركبة اللقمي بحسب بريس —,dictionaries_master,term,,high,aa8c9331cf15894dd1e260aa93459d4f
S$ala cerebelli (ala lobuli centralis),جناح المخيخ جناح الفصيص المركزي,dictionaries_master,term,,high,27c6a2edc5957ecb8667aea8edf9281c
S$duct adenoma (intraductal papilloma),ورم غدي قنوي الورم الحليمي داخل,dictionaries_master,term,,high,1d2b22835392195b73f770a6dcb4e82e
S$linitis plastica (gastric sclerosis),التهاب نسيجة المعدة المنسج تصلب,dictionaries_master,term,,high,385c5aae61102a29844a6f9e85a01ec0
S$median tissue culture infective dose,الجرعة المعدية الوسطى للمزرعة,dictionaries_master,term,,high,72be3fcb5a1764da3f9588c7d12a04c4
S$sclerotic stomach (linitis plastica),معدة متصلبة التهاب نسيجة المعدة,dictionaries_master,term,,high,71a83b4a300c34a2eff854f44207a655
Morre-Bryan total elbow arthroplasty,رأب كامل مفصل المرفق بحسب موراي,dictionaries_master,term,,high,1fadd4498b33b3e194796417d32d7be7
S%antixerophthalmic vitamin (vitamin A),فيتامين مضاد لجفاف الملتحمة,dictionaries_master,term,,high,c25b72cd3d14c403a39f54f7b224b8cb
S%extensor carpi radiali Bervis muscle,العضلة الباسطة الكعبرية القصيرة,dictionaries_master,term,,high,cf6125378bef1356c781882b1e5dbcd6
S%extensor carpi radialis longus muscle,العضلة الباسطة الكعبرية الطويلة,dictionaries_master,term,,high,4db230f76e4f930a4d9c1beb163fd0cb
S%patellar tendon-bearing supracondylar,بدلة وتر الرضفة - المحمل - فوق,dictionaries_master,term,,high,01dea98c29153a18603a6a36790036cc
S%trichinous polymyositis (trichinosis),التهاب العضلات الشعريني داء,dictionaries_master,term,,high,421d4d8e50d2e7b7e900a60f38a25e02
S&EMC virus (encephalomyocarditis virus),فيروس فيروس التهاب الدماغ وعضل,dictionaries_master,term,,high,79ee36b80022fa6ee1e6fa6ab12defa6
Hurler's syndrom(Hurler's glossitis),متلازمة هيرلر التهاب اللسان,dictionaries_master,term,,high,2d0767dd3f348b0839bfbb0973f9673d
Keit-Flack node (nodus sinu-atrialis),عقدة كيثفلاك العقدة الجيبية,dictionaries_master,term,,high,5c007f87c46b397f5b8cf434deef5b0c
S&arteria pancreaticoduodenalis superior,الشريان البنكرياسي الإثناعشري,dictionaries_master,term,,high,117a740e9fcf7f4d84c6d2f9614bf08b
S&bilirubin encephalopathy (kernicterus),اعتلال دماغي بالبيليروبين يرقان,dictionaries_master,term,,high,081cbbea293a8173e9d3f8d77000b573
S&heterocrine glands (seromucous glands),غدد متغايرة الإفراز غدد مصلية,dictionaries_master,term,,high,f247a0cbe4d209e663338f90d36cb822
S&lamina plexiformis corticis cerebri NA,الصفيحة الضفيرية الشكل للقشرة,dictionaries_master,term,,high,c95078a306f2d9a8cd6660fc1a65c71d
S&lateral crus of greater alar cartilage,الساق الوحشية للغضروف الجناحي,dictionaries_master,term,,high,0324c282efc139766dd9d3a0290820f5
S&noduli lymphatici lienale(Malpighii),العقيدات اللمفية الطحالية,dictionaries_master,term,,high,e0e98be37509fb6e160b6b2aea19df34
S&plague pharyngitis (pharyngeal plague),التهاب البلعوم الطاعوني طاعون,dictionaries_master,term,,high,19e3b43ecbe13461a1f9738b475decd6
S&rami bronchiales anteriores nervi vagi,الفروع القصبية الأمامية للعصب,dictionaries_master,term,,high,48eae593def96e5f9f7a1a9a75c5b596
S&rami centrales arteriae cerebri mediae,الفروع المركزية للشريان المخي,dictionaries_master,term,,high,1eddd55f1c70547bef88cf7203b5d476
S&sentinel cells (juxtaglomerular cells),خلايا خافرة الخلايا المجاورة,dictionaries_master,term,,high,966adc686c0d2d323f223d8f1fcd5d76
S&tubular reabsorption of phosphate test,اختبار إعادة امتصاص النبيبات,dictionaries_master,term,,high,597fefc397bc67883dec9f73427cf415
Hankow fever (schistosomiasis japonica),حمى هانكو داء البلهارسيات,dictionaries_master,term,,high,594e45333dffa5dc7c6134f9a3d9fafa
Santorini's plexus (plexus prostaticus),ضفيرة سانتوريني الضفيرة,dictionaries_master,term,,high,031e2b6fd20ccb3fe67e3300aac98e65
Sclerostoma syngamu(Syngamus trachea),الأسطونية الشقية السنجامية,dictionaries_master,term,,high,4c395bd1648509e265f4a47e80956e9d
S'contralateral straight leg raising test,اختبار رفع الساق المستقيمة,dictionaries_master,term,,high,81b4f978be9fa1675dbda2e78c7d4d18
S'encephalitis A (lethargic encephalitis),التهاب الدماغ التهاب الدماغ,dictionaries_master,term,,high,d7ede730c55b0d183a2292987953cf54
S'endoscopic carpal tunnel release (ECTR),تحرير (اطلاق) النفق الرسغي,dictionaries_master,term,,high,e9d573009b4b7752e28ab75ddbb1653d
S'glycogenosis (glycogen storage disease),داء غليكوجيني داء اختزان,dictionaries_master,term,,high,f57792a52745111f79e87f6d7da0fb5d
S'lesser trapezium bone (os trapezoideum),العظم المربعي الأصغر العظم,dictionaries_master,term,,high,3ced81ff2bc7741dcd67debf46b8ff6f
S'polioencephalitis hemorrhagica superior,التهاب سنجابية الدماغ النزفي,dictionaries_master,term,,high,eba82623606a02b492284c71a2963981
S'posterior ligament of radiocarpal joint,الرباط الخلفي للمفصل الكعبري,dictionaries_master,term,,high,d32506df0b9d37f1938e58243fb9775d
S'rami bronchiales posteriores nervi vagi,الفروع القصبية الخلفية للعصب,dictionaries_master,term,,high,67f7856d512d30e8d446176ceb079626
S'rami corticales arteriae cerebri mediae,الفروع القشرية للشريان المخي,dictionaries_master,term,,high,2e436cddfe2258242340bdf233dd07fa
S'rami temporales arteriae cerebri mediae,الفروع الصدغية للشريان المخي,dictionaries_master,term,,high,0571ee7fdcc04a5c45101713b70f51f1
S'upper cervical spine anterior construct,بنية أمامية للسيساء الرقبية,dictionaries_master,term,,high,9e308d117949d2f0b3d1ee91c2fb3636
S'vasomotor headache (migraine neuralgia),صداع وعائي حركي ألم الأعصاب,dictionaries_master,term,,high,ade5a9f3ed84a15610b836ab2b0a2962
America Academy o Orthopaedi Surgeo,الأكاديمية الأمريكية لجراحي,dictionaries_master,term,,high,7bc979a565d0af4f9a0832078d245452
Jackson spinal surgery and imaging table,طاولة جاكسون لجراحة النخاع,dictionaries_master,term,,high,0796aadc5f75d9d59debe1788c609e82
Neer unconstrained shoulder arthroplasty,رأب مفصل الكتف غير المقيد بحسب,dictionaries_master,term,,high,ec81310046d33003a6be7031a20d4bc7
Whitesides tissue pressure determination,تعيين الضغط النسيجي بحسب,dictionaries_master,term,,high,9e1ca623d15a0c71ebcdc32745a71f70
S(brachial neuritis (neuralgic amyotrophy),التهاب العصب العضدي ضمور عضلي,dictionaries_master,term,,high,4d6ec435a4e275ac72a5c00b349a7461
S(infective jaundice (infective hepatitis),يرقان عدوائي التهاب الكبد,dictionaries_master,term,,high,b2069c8c7eca62e7ed614cf56d123674
S(intermediate carpal bone (os lunatum NA),العظم الرسغي المتوسط العظم,dictionaries_master,term,,high,2b733c07fadb290c645f4375c0426d96
S(locus niger syndrome (paralysis agitans),متلازمة الموضع الأسود الشلل,dictionaries_master,term,,high,d865c3f47bb32632e53ba30241cf2090
S(necrotizing ulcerative gingivostomatit,التهاب اللثة و الفم التقرحي,dictionaries_master,term,,high,21ee240e2bd1277b2f9f1762b1a52901
